H16_A3643	4.136825956345865e-06
H16_A3642	4.136825956345865e-05
H16_A3639	1.2410477869037596e-05
H16_A3636	4.136825956345865e-06
H16_A3637	1.2410477869037596e-05
H16_A3638	4.136825956345865e-06
H16_A3640	4.136825956345865e-06
H16_A3641	8.27365191269173e-06
H16_A0448	1.1134315396778985e-08
H16_A2704	5.885687808327913e-08
H16_A1840	5.885687808327913e-08
H16_A1569	3.723462381175373e-07
H16_A1186	1.194784660161527e-07
average_protein_Cytoplasm	0.00023077608596597124
average_protein_Cell_membrane	0.0001511132205107898
H16_B1428	5.284660299885963e-09
H16_A3109	5.284660299885963e-09
H16_A0913	4.053225600712932e-09
H16_A3275	2.750332718827869e-09
H16_A0427	7.072004179460086e-08
H16_A3107	4.596999683124841e-10
H16_A2784	6.277607647636908e-08
H16_A3416	1.3196682776001135e-08
H16_A0501	3.3043914277978428e-06
H16_B1081	1.1087461635109726e-07
H16_A2346	0.00025165816189099186
H16_A3434	2.3304693403574962e-07
H16_B0632	4.323391064164467e-10
H16_A0159	2.0301216613541173e-06
H16_A0351	1.7708298417371056e-09
H16_A3045	1.60006031896352e-07
H16_A3292	7.537454232882264e-05
H16_A0603	1.6682913222909239e-06
H16_A2028	6.821017152139653e-07
H16_B0459	7.244553171432651e-08
H16_A0604	1.3151563489007733e-07
H16_A2716	6.183386836502145e-07
H16_A3339	2.7749857383078354e-08
H16_A1639	6.58544852235425e-07
H16_B2500	6.58544852235425e-07
H16_A3139	1.6409662911635534e-06
H16_A0246	1.2174418899032994e-06
H16_A2634	2.5893310787729554e-09
H16_B1831	7.289837797340742e-09
H16_A2769	4.4752092320398736e-05
H16_A2364	1.521693067124484e-06
H16_A1344	6.06141495051777e-08
H16_A1343	6.06141495051777e-08
H16_A1167	1.4458867089240618e-05
H16_A3136	3.8867717910309396e-07
H16_A0867	5.945976949329479e-08
H16_A2912	2.8921253335594906e-09
H16_A2546	1.5135685208282737e-07
H16_B0626	2.8095710309779e-07
H16_A1134	7.792327488494577e-10
H16_B1418	1.8442276658004952e-06
H16_A3084	2.564844753975818e-10
H16_A0749	5.116305971972186e-09
H16_A3278	7.360261698217984e-07
H16_A0239	6.015250252217486e-08
H16_A3276	1.7015393733953964e-06
H16_A2848	1.2460801158756617e-08
H16_A0136	3.051427990876006e-08
H16_A2454	2.9038175342497886e-08
H16_A2452	2.9038175342497886e-08
H16_A3443	9.800076843638191e-07
H16_A0262	2.0622791764362444e-06
H16_A0915	7.5946875619714955e-06
H16_A1035	7.095907618674105e-07
H16_A1317	4.7264822518469877e-07
H16_A0792	2.111838842693568e-07
H16_A3170	2.566464219795044e-06
H16_A2030	1.6999125319931886e-07
H16_A0548	5.541097403519777e-09
H16_A0547	5.541097403519777e-09
H16_A2815	3.071132492251314e-05
H16_A2528	2.693198568807326e-06
H16_A3048	1.43319460444023e-09
H16_A0515	1.644428881579406e-08
H16_A0734	1.9096201599425674e-11
H16_A3129	4.398552135470844e-07
H16_A1221	1.7349906330759127e-05
H16_A2043	1.6590739088383108e-09
H16_A0914	1.604472007592389e-08
H16_A2368	4.412186068486093e-05
H16_A2857	2.545712478261237e-05
H16_A3249	9.089218498056399e-07
H16_A1216	3.583824198140747e-08
H16_A2069	4.572520375604545e-07
H16_A2751	1.9743111830483985e-07
H16_A2003	9.932761912564448e-06
H16_A1185	9.970535116203667e-07
H16_A3418	6.524555952014694e-09
H16_A1339	8.76873773008059e-05
H16_A3396	5.396471711852798e-06
H16_A3397	5.396471711852798e-06
H16_A3398	5.396471711852798e-06
H16_A2319	5.396471711852798e-06
H16_A2318	5.396471711852798e-06
H16_A2316	5.396471711852798e-06
H16_B2062	5.396471711852798e-06
H16_B2059	5.396471711852798e-06
H16_A0342	5.396471711852798e-06
H16_A0343	5.396471711852798e-06
H16_A0347	5.396471711852798e-06
H16_A0345	5.396471711852798e-06
H16_A2066	1.0631156897449404e-07
H16_A2733	1.7449707070813993e-08
H16_A3234	2.592420681827637e-08
H16_A3235	2.592420681827637e-08
H16_A2142	8.958331286020517e-07
H16_A0561	3.9012242500433136e-06
H16_A0263	2.1497008534278692e-07
H16_A2752	1.7772392264698356e-08
H16_A2345	4.617502480804889e-05
H16_A3602	7.721811995389998e-06
PHG423	4.174828769556472e-06
H16_A3317	4.174828769556472e-06
H16_A1882	2.59860910567916e-10
H16_A1509	2.59860910567916e-10
H16_A0111	2.59860910567916e-10
H16_A0112	2.59860910567916e-10
H16_A0108	2.59860910567916e-10
H16_A2592	2.0352790851698717e-07
H16_A2231	1.0896317956132213e-06
H16_B0735	1.0896317956132213e-06
H16_B0313	1.0896317956132213e-06
H16_B2452	1.0896317956132213e-06
H16_A1036	1.0896317956132213e-06
H16_A0803	2.0552861821023948e-07
H16_B1967	6.774839039500283e-10
H16_A3277	2.2055745991190556e-07
H16_A0445	7.081344738841144e-08
H16_A2113	4.2786765683748657e-07
H16_A1132	4.801236161674765e-09
H16_A2913	2.401187662594316e-08
H16_A2521	4.813156321709384e-07
H16_A0791	1.8607259695752738e-06
H16_B0337	7.517050582482598e-08
H16_A3348	1.3732317037348614e-06
H16_B1871	2.132495746996459e-05
H16_A1715	3.509170737958786e-10
H16_A3063	6.165005985542622e-08
H16_A0244	3.192646955116004e-09
H16_A0571	3.363005130383218e-08
H16_A0523	8.607467528493871e-08
H16_A2618	8.777535966356522e-07
H16_B1931	2.1918565567711645e-07
H16_A3322	9.131450864477673e-07
H16_A3633	6.06647049899892e-10
H16_A3161	4.251686792811441e-06
H16_A0606	6.1941882127115305e-09
H16_B1613	1.7543748733922824e-10
H16_A2065	9.455349198054781e-07
H16_A1122	1.8977090375424965e-07
H16_A2925	1.9987109535781024e-06
H16_A1411	2.80458119607066e-07
H16_A1649	2.665502523679666e-11
H16_A3258	5.112004516616159e-07
H16_A3046	1.3942406626747187e-06
H16_A0323	1.962408073802885e-12
H16_A1511	2.3739582198648628e-07
H16_A3087	5.470945096136388e-08
H16_A2959	5.326812460703501e-10
H16_A2049	8.010069224511089e-07
H16_B0594	3.550849595295254e-10
H16_A3372	2.2398461113580595e-08
H16_A0367	2.4132193651504884e-07
H16_A2945	1.6056987445584846e-06
H16_A0243	8.02522730916628e-08
H16_A0374	1.9095366205700358e-06
H16_A2612	2.925935943375586e-06
H16_A2614	2.925935943375586e-06
PHG420	3.810167788769849e-06
H16_A3147	0.0001214104447934092
H16_B1388	0.00023901072179804855
H16_A3319	4.114126077493639e-09
H16_A3320	4.114126077493639e-09
H16_A0208	3.0081033734843753e-06
H16_A2343	8.003043245294438e-08
H16_A0356	7.393854067199075e-06
H16_A0336	1.7789393924774737e-08
H16_B1502	3.6510061236729407e-09
PHG417	3.850552687470713e-06
H16_A0332	0.0002539149122390817
H16_A0235	6.266290430049746e-08
H16_A0504	2.100170598090343e-09
H16_A3412	2.2860176306204487e-09
H16_A3273	1.8030171801805843e-07
H16_A3699	2.9409256700979858e-08
H16_A1456	1.2672009408530122e-09
H16_A0352	2.7245989998514164e-09
H16_A3578	5.98082367317868e-08
H16_B0319	8.477016713182019e-09
H16_B0280	1.1439999621763878e-07
H16_A2987	1.8681415272138292e-06
H16_A2718	0.00021073329688315034
H16_A0227	1.0496412783919078e-06
H16_A2607	2.5469715185889053e-06
H16_A3223	4.895105587272504e-08
H16_A1753	3.6704366754315705e-05
H16_B0146	4.353830694200635e-05
H16_B1255	2.1746400242225198e-08
H16_A1975	5.193316619411011e-10
H16_A2323	3.142301213336086e-05
H16_B0731	7.510680911879208e-09
H16_A1225	6.0971685336339e-08
H16_A2997	1.6752037846084535e-07
