reaction_id,flux_mmol_gDCW_h,sd_flux,min_flux,max_flux,CV,flux_mmol_gDCW_h_FBA
R_ATPS4m,127.42403648848341,6.428101501882317,-130.85421608166843,130.85421608166843,0.05044653802395664,65.42710804083421
R_O2t,42.36054816616933,0.7664147321747163,0,88.3519870480864,0.018092653786449416,19.717735504786575
R_CYTCOBO3,74.07638534960873,3.040263306354972,-72.6269133651801,72.6269133651801,0.041042274025740254,36.31345668259005
R_NADH16,54.39011102690314,3.7546369528133665,-46.85100517383196,46.85100517383196,0.06903161037777987,23.42550258691598
R_FUM,14.827644841477593,0.8065309735115729,0,35.19340063986219,0.05439373428040654,6.404983923630204
R_CS,14.833846321604195,0.8036990711830699,0,34.85398940270104,0.05418008611917145,6.396623604643386
R_PDH1,13.759689181899168,0.5897965912071913,0,31.206422138018294,0.04286409259760512,7.021630596269485
R_PDH2,13.759689181899168,0.5897965912071913,0,31.206422138018294,0.04286409259760512,7.021630596269485
R_PDH3,13.759689181899168,0.5897965912071913,0,31.206422138018294,0.04286409259760512,7.021630596269485
R_ACONT1,14.061733692393084,0.342995964942918,0,30.314373362174567,0.02439215337497588,6.396623604643386
R_ACONT2,14.061733692393084,0.342995964942918,0,30.314373362174567,0.02439215337497588,6.396623604643386
R_AKGDH,13.684195857737066,0.3768210143036172,0,29.960705894835122,0.0275369497938428,5.845511503441385
R_SUCDi,12.775042823087222,0.561696666183961,0,28.838006147503563,0.04396828049522116,5.848132545410918
R_EDA,9.424051514994428,0.47668336262403466,0,20.928639317932742,0.05058157437547883,5.1632616399617035
R_EDD,9.424051514994428,0.47668336262403466,0,20.928639317932742,0.05058157437547883,5.1632616399617035
R_PGL,9.424051514994428,0.47668336262403466,0,20.928639317932742,0.05058157437547883,5.1632616399617035
R_G6PDH2r,9.42405151498832,0.4766833626236067,0,20.928639317923626,0.050581574375466204,5.1632616399617035
R_FRUabc,9.934881190927756,0.07848654154545448,0,19.98272647843409,0.007900098656149619,5.825955029886658
R_HEXf,9.934881190927756,0.07848654154545448,0,19.98272647843409,0.007900098656149619,5.825955029886658
R_ENO,6.932783347766019,0.6924612126495184,0,18.108467537307888,0.09988213649755162,4.616446444794301
R_PIt2r,8.145584409236335,7.1406588547824725,-17.596487829169618,17.596487829169618,0.8766294100010343,8.798243914584809
R_GAPD,7.332916098169733,0.7226991388746901,0,17.538083196442585,0.09855548995781814,4.961442665402156
R_NADH5,1.332678587095892,1.1438904118476723,-13.51723104698651,13.51723104698651,0.8583393047084086,6.758615523493255
R_ICDHx,7.9381979267209495,2.5531827976424055,-12.793247209286772,12.793247209286772,0.3216325444655491,6.396623604643386
R_MDH,13.560705230990889,1.0354121167100498,-11.427072138153523,11.427072138153523,0.07635385469066727,5.713536069076762
R_ARGabc,0.8462423234369354,0.8599655238844915,0,10.692930567484124,1.016216632124733,0
R_GLYBabc,0.5982680807226162,0.7331941339047765,0,9.086147324786142,1.2255277483953186,0
R_ACCOAC,0.924363289996809,0.7645076599868551,0,9.066761909462194,0.8270640648110272,0.3423442245726433
R_LEUTA,0.5580893947338701,0.7165860085989307,0,9.036846535211307,1.2839986126965217,0
R_LEUD2,0.4408848614969605,0.7165282688270661,-0.12916930160419174,8.803027812506208,1.6252049716431598,-0.11155456325004637
R_HXPRT,1.3923898668664978,0.940371387959932,0,8.405251295046552,0.6753650039670209,0
R_MCDC,0.5915914555394648,0.7643511506941825,0,8.403922826881072,1.2920253386641298,0
R_ACGS,0.8533205498252252,0.6863961527588083,0,8.355074772568774,0.8043825417065065,0
R_ACODA,0.8533205498252252,0.6863961527588083,0,8.355074772568774,0.8043825417065065,0
R_PPC,2.0233376831466017,0.9489608142800425,0,8.231368272253041,0.4690076313926316,1.3939910675991414
R_PUNP3,0.9758058835525598,0.9611747850180339,0,7.968030356231527,0.9850061382277596,0
R_NTD9,0.7766100611804283,0.9250422444761685,0,7.86674877381823,1.1911283290228392,0
R_PROD2,1.0897624431208413,0.8241231699383057,0,7.85664009657645,0.7562411194665484,0
R_P5CR1,1.0443207079037635,0.7919375607892905,0,7.673318505989945,0.7583279301038903,0.21306494168639123
R_ACS,0.5886545360949476,0.8695183235657785,0,7.605819539631152,1.4771283838803695,0
R_PUNP5,1.144248063793349,0.896678778599774,0,7.49002287687957,0.7836401974123978,0
R_ALDD2x,0.6399380255512099,0.8834317916071857,0,7.25179210491083,1.3804958548075692,0
R_GAM,0.6911426844957789,0.63217225189691,0,7.202696216588727,0.9146769054759067,0
R_GDH1,0.9614388946119066,0.9646045650621734,0,7.088148359218556,1.00329263821966,0
R_VALabc,1.7289218003900417,0.9708760092784011,0,7.080169642917834,0.5615499839607397,0
R_GLUK,0.3301373683356431,0.5319922074762338,0,7.044211655896621,1.6114268135056116,0
R_ADSS,0.9076774116639916,0.6971739585534216,0,6.952290526711472,0.7680856101457163,0.04715487065666018
R_ADSUCL1,0.9076774116639916,0.6971739585534216,0,6.952290526711472,0.7680856101457163,0.04715487065666018
R_GCLDH,0.8895157807438214,0.8815183412394363,0,6.879087134045148,0.9910092213342212,0
R_ASNabc,0.9790736199554133,0.7517632731431262,0,6.855573548917018,0.7678312006581908,0
R_PTRCabc,0.5340557700397042,0.62707484993402,0,6.741923179795673,1.1741748429895258,0
R_NH4t,3.3057889296607916,0.0400635812716951,0,6.657991855437014,0.01211921938277107,3.3464198915685173
R_LEUabc,0.8781799637102584,0.8043468073337102,0,6.655438172680912,0.9159247996679319,0
R_NTP3,0.5558895768656495,0.9451345453649701,0,6.610945824551197,1.7002199442091634,0
