carbon_source,carbon_conc,nitrogen_source,nitrogen_conc,substrate_TR,substrate_MW
M_fru,0.045,M_nh4,1,R_FRUabc,0.18016
M_fru,0.045,M_nh4,1,R_FRUabc,0.18016
M_fru,0.045,M_nh4,1,R_FRUabc,0.18016
M_fru,0.045,M_nh4,1,R_FRUabc,0.18016
M_fru,0.045,M_nh4,1,R_FRUabc,0.18016
