H16_A3643	2.4566666844355236e-06
H16_A3642	2.4566666844355236e-05
H16_A3639	7.370000053306571e-06
H16_A3636	2.4566666844355236e-06
H16_A3637	7.370000053306571e-06
H16_A3638	2.4566666844355236e-06
H16_A3640	2.4566666844355236e-06
H16_A3641	4.913333368871047e-06
H16_A0448	2.0882329414934522e-10
H16_A2704	1.7873998064635937e-08
H16_A1840	1.7873998064635937e-08
H16_A1569	5.415330122634975e-09
H16_A1186	1.3396048503210144e-07
average_protein_Cytoplasm	0.0004929967136418746
average_protein_Cell_membrane	0.00011695695380302625
H16_B1428	7.184657935170523e-08
H16_A3109	7.184657935170523e-08
H16_A0913	6.253819654462315e-08
H16_A3275	1.3103880055171262e-08
H16_A0427	8.630009144557359e-07
H16_A3107	1.294902919238711e-10
H16_A2784	1.6948262509470017e-06
H16_B0551	1.0569052588044789e-08
H16_A3416	1.3325144896563576e-07
H16_B1177	7.467233686978933e-05
H16_B1461	7.467233686978933e-05
H16_B1176	1.143581143952774e-06
H16_B1462	1.143581143952774e-06
H16_A0501	2.0768532385917672e-06
H16_B1081	1.0490507786086628e-06
H16_A2762	5.57816011258027e-07
H16_A2346	0.0008623537634978437
H16_A3434	2.0842154239935967e-07
H16_B1223	7.459931952775744e-09
H16_A0159	9.300471728509456e-07
H16_A0351	1.0729224048553591e-08
H16_A3045	2.3321952251042135e-07
H16_A0603	1.6366688705372021e-06
H16_A2028	9.789035518979352e-08
H16_A0604	2.873208944997454e-08
H16_A2403	1.7914546664723106e-07
H16_A3339	5.220713849540523e-08
H16_A2999	1.0431137103238695e-07
H16_B2500	1.0431137103238695e-07
H16_A3139	7.423408755144591e-06
H16_A0246	3.118174306943343e-08
H16_A2634	3.812243733337766e-07
H16_B0891	4.12679251372212e-08
PHG416	5.767329150415467e-06
H16_A2769	1.713048213956637e-07
H16_A2364	4.13623665272591e-08
H16_A1344	1.6003407090382543e-08
H16_A1343	1.6003407090382543e-08
H16_A1167	1.4669996809289071e-06
H16_A3136	7.88468216465972e-06
H16_B1390	0.0001266405905398756
H16_A3242	5.112449376574898e-07
H16_B0381	1.0024153734655295e-08
H16_A2912	1.3171919752533008e-08
H16_A2546	4.8091875781512836e-09
H16_B0626	7.512592474731144e-08
H16_A1134	3.0250597465333177e-09
H16_A3084	9.431836323886295e-09
H16_A0749	7.055333705211237e-10
H16_A3278	3.447412088179865e-08
H16_A0239	2.9739031452272105e-09
H16_A2012	2.6450395117549693e-08
H16_A3276	3.896587399623737e-06
H16_A2848	1.4406250908071657e-08
H16_A3082	2.402224518353226e-08
H16_A0136	3.5179439842101805e-09
H16_A2454	1.866895564127808e-06
H16_A2452	1.866895564127808e-06
H16_A3443	7.733528693599042e-06
H16_A0262	2.549595843231589e-05
H16_B2189	1.9103050238939863e-05
H16_A0915	2.3322337937224883e-08
H16_A1035	4.4910094825741444e-07
H16_A1317	1.7365066645727906e-06
H16_A0792	7.77881588753007e-06
H16_A3170	5.651660857771483e-06
H16_A0548	1.362435917029227e-07
H16_A0547	1.362435917029227e-07
H16_A3263	2.5181833311432832e-08
H16_A3186	4.372417532115302e-05
H16_A2528	5.555603855715501e-07
H16_A3048	5.310082771378005e-09
H16_A0515	6.813249182423302e-07
H16_A0734	2.5665921340365302e-09
H16_A3129	3.784143077580591e-09
H16_A1221	5.976854957358703e-07
H16_A2043	6.141249797627972e-09
H16_A0914	2.426520083278769e-08
H16_A2368	0.0006004607966561023
H16_A2857	6.726872244265646e-06
H16_A3249	2.6992801612668616e-06
H16_A1216	7.488758872673496e-08
H16_A2069	3.684828214803441e-07
H16_A2751	3.244709403383646e-08
H16_A2003	3.945641172201465e-06
H16_B0204	8.902395923268245e-09
H16_A2632	8.902395923268245e-09
H16_A2631	8.902395923268245e-09
H16_A2630	8.902395923268245e-09
H16_A2629	8.902395923268245e-09
H16_A1185	2.319300082469492e-06
H16_A3418	1.0816168928253196e-09
H16_A1339	7.68621238626939e-07
H16_A2066	1.9983317297786817e-07
H16_A2733	1.995445018981167e-06
H16_A3234	2.9085086697311737e-08
H16_A3235	2.9085086697311737e-08
H16_A2142	1.174899494925566e-06
H16_A0561	8.814089852028484e-06
H16_A0263	9.169817928696735e-05
H16_A2752	5.332653321994622e-07
H16_A2345	8.262262485387594e-06
H16_A0567	3.6026011450476675e-07
H16_B1391	7.525773655554137e-07
H16_A3317	7.525773655554137e-07
H16_A1882	1.3174194212160368e-12
H16_A1509	1.3174194212160368e-12
H16_A0111	1.3174194212160368e-12
H16_A0112	1.3174194212160368e-12
H16_A0108	1.3174194212160368e-12
H16_A1199	4.7310672698946145e-08
H16_A0803	1.194314028888743e-09
H16_B0199	3.4276268478600105e-11
H16_B1967	3.111926367319357e-11
H16_A3277	8.932390979692177e-11
H16_A0445	2.634811232144575e-10
H16_A2113	1.0207360651256067e-07
H16_B0143	3.732778088704432e-08
H16_A2913	1.0873240570086164e-05
H16_A0791	2.122531684230607e-09
H16_A2521	0.0005588770032166147
H16_A0220	4.639359711834893e-08
H16_A3141	4.338729635010906e-07
H16_B1871	8.274505989170272e-05
H16_A1715	5.225983457453071e-09
H16_A3063	4.0063195888412634e-05
H16_A0244	1.8013225202230873e-09
H16_A0571	2.65964399818464e-07
H16_A0521	1.7119170912019473e-07
H16_A2618	2.3665775450120703e-06
H16_A2422	6.519401958193228e-09
H16_A3056	5.590372318433141e-07
H16_A3322	1.221860729216091e-08
H16_A3633	2.8283526996607333e-11
H16_A3161	4.772440865144261e-06
H16_A0606	1.4414681424030726e-08
H16_A2065	2.3189791928787301e-07
H16_B1076	1.8777892538836188e-07
H16_A2925	1.9494626038185207e-06
H16_A3598	5.5325374962617454e-09
H16_A3435	6.898504460472147e-07
H16_A0787	5.873328858247734e-09
H16_A3258	2.0025129305335658e-10
H16_A3046	9.93600576402736e-09
H16_A1511	2.546891158617104e-07
H16_A3087	8.852352244393004e-08
H16_A2959	2.4083763002711425e-08
H16_A2049	2.987619752127678e-08
H16_A0520	6.393482976434367e-10
H16_A3344	7.105995126401284e-10
H16_A3600	5.648321924441652e-11
H16_A0367	2.181408539638366e-07
H16_A2945	3.2393260109549945e-07
H16_A0243	2.275074646538333e-07
H16_A0374	3.677893628487042e-08
H16_A2612	6.580057380881416e-09
H16_A2614	6.580057380881416e-09
H16_B1388	1.0518811728931164e-05
H16_A3147	5.259405864465582e-06
H16_B1898	3.765380397444856e-09
H16_A0147	3.1576063916215497e-10
H16_A3319	4.13960703730415e-08
H16_A3320	4.13960703730415e-08
H16_A2376	1.905901266609646e-08
H16_A0208	1.3163917915149217e-06
H16_A0356	6.033551187136007e-08
H16_A0336	7.130228792287317e-08
H16_B1502	4.569996699870378e-10
H16_A0566	1.5081071420951058e-06
H16_A0493	2.463355764013197e-07
H16_A0235	1.2408283379344713e-08
H16_A0504	4.725741932102123e-09
H16_A3412	7.046658046074853e-07
H16_A3273	1.701700028514399e-06
H16_A3699	5.9088045175162586e-08
H16_A1456	4.023389721340934e-08
H16_A0352	8.928584798919659e-10
H16_A3578	5.507207361957701e-08
H16_B0319	1.0388816657347849e-08
H16_A2987	4.857819799757909e-06
H16_B0280	2.9954963141654067e-07
H16_A2718	5.403258478508575e-07
H16_A0227	2.363731830128473e-07
H16_A2607	3.950545653519881e-06
H16_A3223	2.986189831061867e-07
H16_A0458	2.3051067277801204e-08
H16_A0230	2.784533575476816e-09
H16_B0734	1.032668735760772e-10
H16_A1225	6.345573499601428e-07
H16_A2997	1.7151035697230775e-06
H16_A0477	1.807245587190181e-07
H16_A2802	2.7234459496755023e-10
H16_B2268	0.0003880005876084848
H16_A0211	1.4318148813416152e-06
H16_A3154	8.628645955399092e-09
H16_A2266	9.039146273613404e-06
H16_A0259	2.2759488908415413e-09
H16_A1457	8.491475214361061e-08
H16_A2335	1.5642805535098014e-07
H16_B0618	1.0670390935676464e-07
H16_A2577	1.313704778762859e-10
H16_A3533	2.45292984374049e-05
H16_A0224	8.206465836072247e-09
H16_A2744	4.340181969585083e-06
H16_A3594	3.792535341052041e-11
H16_A0804	2.5694106712435177e-07
H16_B2453	2.178276461077312e-09
H16_A3146	0.00026077011224831797
H16_A0151	2.115593852179334e-06
H16_A2053	9.810552958202135e-05
H16_A1047	0.0009161393984669783
H16_B2286	3.369811439004891e-09
H16_A1907	6.889017551243892e-07
H16_A0519	1.4447786183748086e-09
H16_B0568	1.4052181648477717e-07
H16_A2883	8.534775520221836e-09
H16_A2703	5.923957067739409e-07
H16_A0229	6.784042919650358e-09
H16_A0453	7.05321473402376e-05
H16_A1772	6.25861079833288e-11
H16_A0391	3.231162139643923e-08
H16_A2182	1.6304466341879485e-10
H16_A3417	3.192925391562932e-08
H16_A2265	4.618533202776124e-05
H16_A3042	7.176092444309785e-10
H16_A2920	4.752811758256537e-12
H16_A1217	1.3508921124366914e-10
H16_A2446	2.163054105945033e-08
H16_A3155	4.1284508857901926e-08
H16_A2871	1.402530511834715e-05
H16_B2531	0.00025155365681484617
H16_B1630	5.576544110597184e-05
H16_A2042	5.51604199769172e-09
H16_A0797	5.951456930781806e-06
H16_A3272	5.528096527615483e-08
H16_A3106	2.971622403038656e-07
H16_A1041	8.030602538241567e-07
H16_A3009	7.473033011935095e-06
H16_A1027	1.3208186594776803e-08
H16_A3061	1.8571518614234744e-09
H16_A2610	5.827075033429694e-08
H16_A3031	1.7718346800264434e-07
H16_A3414	1.1713725551796521e-08
H16_A0569	2.8880508038517584e-06
